"","CLL2105_T48","CLL2474_T0","CLL2479_T48","CLL2648_T48","CLL2654_T0","CLL2771_T0","CLL2783_T0","CLL3024_T48","CLL3045_T0","HD108_T48","HD110_T48","HD112_T48","HD113_T48","HD91_T0","HD92_T0","HD93_T0","HD94_T0","HD96_T0"
"ENSG00000009954",7759,3472,5701,9276,3533,4262,3430,8721,3741,7751,8974,8654,8042,3144,2745,4436,3033,3092
"ENSG00000010017",2039.85,1503.02,2121.74,2033.95,1794.25,1701.66,1402.93,2039.34,1628.08,2444.91,2633.35,2432.65,2550.32,2559.56,1834.62,3153.75,1734.5,1783.82
"ENSG00000010030",106,12,373,91,6,17,30,105,24,400,290,661,225,70,26,7,3,27
"ENSG00000010072",475.48,332.74,376.95,473.46,223.03,354.59,248.73,491.6,304.93,466.03,447.21,352.22,357.31,232.21,178.85,267.72,171.35,222.25
"ENSG00000010165",2214,682,1394,1917,831,866,881,1994,947,1695,2163,2239,1806,488,401,667,339,426
"ENSG00000010219",240,106,231.95,222,164,139,119.67,271.85,161,202.61,270.72,268,258,131,125,172.41,144,130
"ENSG00000010244",7708,7170,7191,9229,6812,7402,4706,8862,7287,6694,8281,7570,7434,5111,5824,4990.67,5186,6227
"ENSG00000010256",2166,807,1631,2438,938,864,1222,2273,1178,2378,2823,3975,2285,638,538,1027,450,548
"ENSG00000010270",635,341,664,994,360,386,318,817,312,728,715,668,695,576,402,1392,348,729
"ENSG00000010278",121,2,34,230,19,42,16,177,15,81,50,58,138,21,7,15,9,7
"ENSG00000010282",0,0,1,0,2,0,4,0,2,0,1,0,0,0,1,0,2,2
"ENSG00000010292",4408.62,1491.61,1824.3,8246.44,1759.61,1635.15,1551.91,6238.58,2069.04,4716.84,5667.94,6380.23,5861.26,1027,965.21,1570.31,1113.52,1030.17
"ENSG00000010295",242,1280,600,261,871,1589,1764,379,1985,663,738,871,502,510,533,731,357,517
"ENSG00000010310",9,178,94,42,378,394,350,97,294,350,206,127,177,587,613,544,169,482
"ENSG00000010318",98,148,105,148,187,217,149,151,199,135,113,128,128,80,88,85,49,62
"ENSG00000010319",1,1,25,1,2,3,9,4,10,15,4,18,14,1,3,2,5,0
"ENSG00000010322",1711,3392,2351,1635,5555,4079,6906,1724,7093,2149,2538,3367,2019,2645,3042,2885,2023,2326
"ENSG00000010327",44,12,9,36,5,94,15,132,23,5,0,2.01,1,4,0,0,1,0
"ENSG00000010361",102.2,101.71,111.58,102.59,161.13,157.05,194.64,143.52,242.7,165.07,135.08,263.21,129.32,102.62,41.13,105.12,39.9,99.13
"ENSG00000010379",0,8,0,0,9,1,3,1,7,3,7,1,1,0,1,0,0,1
"ENSG00000010404",2849.13,8390.58,5139.62,5206.3,12510.35,12809.67,11296.56,4088.5,9508.58,5124.79,4949.21,4877.45,4187.29,11744.37,8242.46,14759.56,6124.03,8698.26
"ENSG00000010438",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000010539",425,572,322,426,617,622,426,396,634,442,568,562,506,296,325,569,233,298
"ENSG00000010610",4663,4959,4420,5160,5484,3881,4161,4000,6108,6264,7063,10184,7168,2781,2965,1713,2067,2048
"ENSG00000010626",45,87,56.46,75.22,189.78,124.85,140.9,48,73.47,53.89,43.26,43.74,56.03,141.29,86.73,189.2,111.38,106.5
"ENSG00000010671",31,2,53,28,23,6,1,54,11,26,42,31,45,0,5,1,2,3
"ENSG00000010704",13,79,32,4,56,75,59,2,39,31,49,48,52,55,24,59,27,39
"ENSG00000010803",445.9,258,422,566,283,385,468,637,434,514,656,897.96,631,272,266,314,204,130
"ENSG00000010810",9322,12014,9774,6966,16042,15342,21790,8305,16124,10336,8603,9209,6597,13867,13887,21048,8943,13578
"ENSG00000010818",3550,3704,4782,2274,5479,5335,5811,2368,6279,4013,4200,5166,3316,4532.21,4754,5345,4501,3845
"ENSG00000010932",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000011007",3441.56,1089.05,2108.77,3148.86,1137.32,1077.17,1175.5,3181.48,1146.08,1981.43,2632.54,2841.29,2130.83,986.24,793.67,1284.55,836.84,1009.82
"ENSG00000011009",1817,760,1404,1716,707,843,965,1706,998,1710,1990,2747,1670,451,356,638,287,366
"ENSG00000011021",369,576.61,480,308,699.98,727,778.81,396,919.5,445.11,649.46,650,519.05,335,420.35,451,284,359
"ENSG00000011028",97,29,92,128,30,35,41,373,70.61,228,392,791.99,420,12,45,38,91.77,65
"ENSG00000011052",115.54,12.16,117.36,270.42,0,12.01,7.83,243.96,9.33,117.84,253.34,206.67,110.61,7.43,0,13.47,3.41,8.9
"ENSG00000011105",8,30,18,13,47,42,40,19,32,16,15,34,30,33,34,41,10,24
"ENSG00000011114",722,927,802,791,1119,1061,927,869,1098,677,759,721,740,630,616,846,510,597
"ENSG00000011132",420,691,566,394.45,1089,621,1513,450,1435.71,589,721,1276.94,501,637,911.77,795,642.93,714.47
"ENSG00000011143",443,402,372,470,384,515,461,533,480,370,401,412,409,204,209,178,132,215
"ENSG00000011198",623,188,369,688,118,215,108,590,152,453,487,417,447,152,87,210,148,182
"ENSG00000011243",1168.73,2405.27,1435.15,1057.39,2995.06,2429.51,3364.63,1176.17,3503.02,1401.56,1610.24,1878.52,1435.16,1938.78,2301.86,2866.02,2099.06,2902.97
"ENSG00000011258",455,1176,786,522,1431,1169,972,489,1160,557,676,485,546,717,812,926,801,850
"ENSG00000011260",2688,906,2065,2618,956,950,880,2607,831,1924,2583,2259,1883,555,553,653,561,373
"ENSG00000011275",2093,2164.68,2379.67,1655,3209,2433,3247.76,1827,3481,1915,2441,2613,1633,1356.61,1752,1730.66,1401.63,1010
"ENSG00000011295",1219,1004.41,1213.62,1614,887.48,1080.5,867.51,1175.18,921.25,1198.72,1209.43,1016.63,1052,704.48,759.19,1186.84,670.3,773.39
"ENSG00000011304",17374,4430,10633,17390,5771,5263,6395,17017,6697,11050,14473,17291,11519,3866,3998,4969,3391,3766
"ENSG00000011332",8,0,9,4,3,0,0,10,0,11,5,13,9,5,0,1,0,0
"ENSG00000011347",9,0,3,16,7,0,6,5,4,0,3,5,1,2,0,5,2,0
"ENSG00000011376",1292,335,744,1540,277,536,352,1315,454,961,1231,1277,1026,153,147,183,140,181
"ENSG00000011405",1183,1350,1142,1033,1494,1318,1320,1057,1674,1094,1399,1136,1112,1251,1409,1711,1254,1543
"ENSG00000011422",167,19,41,326,53,35,60,294,43,151,156,181,183,104,89,101,79,38
"ENSG00000011426",1055,2,173,1784,7,3,5,1837,1,1190,1388,808,1120,1,2,3,2,8
"ENSG00000011451",1114,482,1015,1002,609,675,967,1101,1320,922,1207,2129,986,436,401,420,305,291
"ENSG00000011454",504,1155,836,625,1246,1269,1037,608,1211,807,1019,1046,990,1007,925,1072,758,827
"ENSG00000011465",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"ENSG00000011478",125,217,104,141,342,172,431,153,421,157,177,254,145,217,219,283,150,188
"ENSG00000011485",3706,621.95,1955.54,3588,561.81,629,533.02,3488,759,2280.23,2923,3292,2007,353.51,401,626.03,336.43,398
"ENSG00000011523",214,1747.51,689.79,215,1638.44,1704.27,1413.06,188,2223.84,418.7,584,449.12,457,1305.46,1314.89,1328.78,1499.72,1017.34
"ENSG00000011566",205,314,183,210,287,342,235,235,356,243,247,242,217,264,273,327,277,214
"ENSG00000011590",2627,15,1701,2646,8,8,33,2493,21,1660,2586,3151,2237,20,25,30,10,17
"ENSG00000011600",53,33,3,93,80,17,9,102,9,30,37,20,6,145,8,506,6,402
"ENSG00000011638",114,157,129,124,280,233,208,121,272,170,193,161,109,217,184,230,163,138
"ENSG00000012048",2587,190,1124,3892,182,212,155,3408,182,2433,2800,2859,2930,79,44,91,34,59
"ENSG00000012061",728.81,626.85,994.83,1056.49,525.69,706.38,691.12,882.48,795.74,903.7,924.36,1099.24,755.11,201.95,201.96,226.15,90.68,183.09
"ENSG00000012124",18,1,45,8,47,0,5,9,8,17,65,53,88,5,5,3,5,4
"ENSG00000012171",0,11,2,16,11,3,9,0,22,3,4,7,6,4,9,12,0,0
"ENSG00000012174",698.11,175.63,398.75,585.68,145,267,141.32,504.33,206.75,262.1,368.55,216.25,305,141,118.32,193.86,142,179
"ENSG00000012211",167.01,114.2,99.96,173.97,198.48,109.44,227.25,163.66,181.14,177.52,289.9,363.23,235.2,167.41,194.31,190.98,128.07,179.1
"ENSG00000012223",0,0,3,2,0,7,3,3,1,0,1,0,1,0,2,0,0,0
"ENSG00000012232",665,478,516,791,522,686,567,724,648,719,801,834,668,375,275,689,197,427
"ENSG00000012660",4466,2860,4208,5776,2921,3077,2690,5288,3056,4481,5648,4393,4889,3532,3548,4558,3427,3098
"ENSG00000012779",11,7,170,0,49,114,69,16,61,32,130,110,100,98,92,51,31,20
"ENSG00000012817",0,0,22,0,0,4373.98,0,1277.88,1,0,0,2268,0,2481.94,3002.99,2345,1998.97,2501.98
"ENSG00000012822",249,4477,1262,329,5319,4322,4733,359,5203,947,848,929,764,3031,2828,2919,1708,3314
"ENSG00000012963",1970,779,1151,2460,813,879,690,2049,858,1928,2086,2233,1895.99,580,456,934,404,571
"ENSG00000012983",1527,868,1345,1481,1271,974,1116,1556,816,1116,1269,1128,869,1215,1260,1680,801,1344
"ENSG00000013016",53,163,67,67,51,120,100,56,135,86,66,114,97,38,32,75,5,51
"ENSG00000013275",3703,920,2742,3081,1023,937,1174,3430,1071,2210,3118,3719,2460,735,738,1121,741,826
"ENSG00000013288",667,1727,1236,748,2093,2225,2390,767,3109.33,1267,1429,2042,1030,1052,1083,760,609,676
"ENSG00000013297",1,0,6,2,0,11,0,0,4,4,1,1,3,1,5,7,1,0
"ENSG00000013306",2435,744,1677,2051,617,911,1227,2646,1240,1761,2256,4028,1739,359,409,444,416,351
"ENSG00000013364",1795,1976,3678.98,1156,2812.93,2726.62,3683.79,1913,3529.84,5124,5086.5,8639.94,4258.98,2023.47,1819.89,2381.07,1540,1523
"ENSG00000013374",2005.97,2465.88,2616.98,1990.95,2273.71,2876.74,1943.89,2156.99,2323.44,2845.84,3384.97,2421.97,2022.97,2323.78,1966.93,3651.92,1585.86,1678.94
"ENSG00000013375",541.26,579.07,532.82,595.64,668.03,688.66,465.26,561.93,655.48,576.45,636.32,488.55,545.24,292.7,365.22,554.43,319.08,531.97
"ENSG00000013392",41,234,101,67,221,216,177,42,210,113,91,68,145,109,151,183,114,130
"ENSG00000013441",2312,10911.86,3234,2298,21750,11213,14252,1901,10178,2991,3904,2427,2333,15522,16869.95,22541,14832,16244
"ENSG00000013503",915,177,584,947,103,209,117,842,206,391,679,662,450,52,46,96,56,51
"ENSG00000013523",608.88,582.13,625.16,567.18,752.01,730.03,893.27,691.22,1055.7,472.83,738.69,800,637.46,503.74,477.21,730.05,431.33,615.82
"ENSG00000013561",1069,814,745,968,741,886,596,834,631,847,952,683,767,925,601,1072,597.99,772
"ENSG00000013563",147.94,289.56,246.82,175.05,298.25,395.24,292.36,280.18,512.56,337.49,422.41,498.17,383.5,172.78,113.54,165.48,68.35,144.97
"ENSG00000013573",1998.39,271.09,1361.42,2358.9,998.87,900.82,301.82,2527.96,1272.14,1622.52,2264.96,2512.81,1944.19,124,718.45,489.12,126.05,538.23
"ENSG00000013583",269,130,180,207,139,112,77,241,115,184,243,251,249,71,81,171.75,125,53
"ENSG00000013588",2,0,5,4,4,0,0,3,0,0,2,7,1,4,8,2,4,0
"ENSG00000013619",136,16,129,236,42,31,70,113,58,114,302,304,189,145,42,164,71,130
"ENSG00000013725",3914,8155,4889,3791,11579,9862,11440,4176,10890,7315,7217,9123,4940,8700,8554,6882,6536,4744
"ENSG00000013810",3210,1492,2045,4911,1774,1869,2013,4509,2766,4573,5068,6561.69,3968,871,1444,681,1173,628
"ENSG00000014123",1747,2103,1406,1980,2009,2398,1561,1582,1796,1468,1939,1274,1743,1477,1702,2439,1534,1747
"ENSG00000014138",1619.23,323,968.24,1841.73,294,401,365,1763,395,1262,1561.64,1858,1282.02,248.31,317,297,203,275
"ENSG00000014164",371,476,541,440,426,496,848,415,865,509,568,1449,491,403,302,607,241,317
"ENSG00000014216",1139,1382,1395,1331,1444,1789,1691,1589,2206,2399,2595,4423,2981,703,596,947,345,581
"ENSG00000014257",7,0,0,25,0,0,0,3,0,0,0,0,0,0,2,0,0,0
"ENSG00000014641",3922,1490,3038,4512,1572,1484,1352,4085,1306,3771,4411,3981,3967,1073,970.57,1685,1046,1033
"ENSG00000014824",1503,881,1131,1798,824,957,676,1581,928,1357,1460,1368,1317,581,458,835,464,522
"ENSG00000014914",11,29,12,18,24,8,28,19,22,32,13,36,51,14,26,10,17,14
"ENSG00000014919",1033.97,788.39,822.76,1096.53,819.52,740.7,606.53,1002.26,766.57,1108.04,1163.53,1084.58,1107.14,733.44,569.65,881.93,529.3,645.6
"ENSG00000015133",1514,4625,2456,2157,7265,4422,7591,1387,9493,2248,2482,3924,2053,4453,4227,6964,3014,5828
"ENSG00000015153",507,594.06,614,623,602,521,362,610,429,769,854,600,695,635,500,1029,641,622
"ENSG00000015171",1614,2478,1986,1424,2695,3081,2084,1652,2182,1823,1878,1758.99,1652,1541,1298,2111,967,1320
"ENSG00000015285",1354,1536,1509,1726,1689,1766,1378,1586,2008,1796,2174,2558,1909,927,722,1349,571,764
"ENSG00000015413",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"ENSG00000015475",326,282,279,289,264,313,316,273,339,322,322,489,325,129,119,244,101,153
"ENSG00000015479",11524.25,8531,10924.88,12564.87,8893,9539.18,7559.11,10231.12,7889,10062.94,13302,10299.04,9631.8,8273.84,7970.58,12013.91,8327.45,8564.98
"ENSG00000015520",1,0,0,0,6,1,18,0,10,0,0,0,0,5,4,5,1,6
"ENSG00000015532",458,571,419,569,768,522,932,495,1095,454,661.81,1028,566,382,428,552,249,371
"ENSG00000015568",1987.6,1883.46,1696.54,903.7,2421.52,1844.49,2634.08,1354.19,2593.47,925.63,2106.63,1392.38,708.5,2176.03,3593.37,3830.35,4358.66,3152.17
"ENSG00000015592",0,1,0,3,2,1,0,0,1,0,1,2,0,0,1,0,1,0
"ENSG00000015676",1539,1218,1505,1856,1321,1295,1381,1589,1532,1494,1985,2358,1678,965,1041,1499,974,1067
"ENSG00000016082",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"ENSG00000016391",13,13,11,22,13,27,6,39,2,31.68,40,175.9,91,1,19.89,17,21,10
"ENSG00000016402",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000016864",762,949,810,897,1054,956,830,826,722,815.01,986,884.02,815,672,720,1169,654,792
"ENSG00000017260",2303,1339.55,1974.07,2870,1747.83,1508.23,1326.06,2814.72,1353.27,2302.34,2812.52,2234.5,2365.99,1360.1,1369.66,1864.43,1207.25,1516.12
"ENSG00000017427",77.78,0,26.63,12.47,0,0,0,20.85,0,2.06,0.19,0,0.45,0,0,0.86,0,0
"ENSG00000017483",2391,243,1490,2492,238,300,250,2663,277,1423,1920,2360,1499,324,191,353,107,147
"ENSG00000017797",1933,1771,1645,2456,1769,2093,1812,2167,2070,1964,2424,2622,2313,1752,1295,3021,1244,1525
"ENSG00000018189",343,660,426,338,476,920,559,379,556,446,455,395,384,445,500,487,420,371
"ENSG00000018280",79,31,6,110,36,20,15,176,26,9,24,9,9,81,36,10,20,19
"ENSG00000018408",4,28.02,13.01,28.01,33.04,20,12,17,16,32.01,22.02,18,14.01,34,31,49,15,27.02
"ENSG00000018510",3748,804,2535,3690.16,709,1080,695,3675,819,2856,3436,2685,2900,444,425,679,332,466
"ENSG00000018607",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
"ENSG00000018610",656,402,500,587,348,441,306.96,650,356,490.99,669,533,464,222,239,366,217,246
"ENSG00000018699",1574,283,1131,1665,306,351,255,1623,351,882,1311,1134,976,182,192,164,165,122
"ENSG00000018869",59.97,139.18,102.74,71.85,109.47,175.46,133.31,57.61,147.55,55.85,71.06,95,44.6,67.37,52.07,81.63,56.17,60.01
"ENSG00000019102",0,0,0,0,1,4,1,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000019144",82,43,148,68,51,61,88,86,72,72,76,107,101,90,173.88,76,77,77
"ENSG00000019169",0,0,0,0,0,0,0,0,1,1,0,0,0,7,0,0,1,0
"ENSG00000019186",1,13,9,0,3,13,9,10,12,9,2,2,5,0,1,0,0,6
"ENSG00000019485",178,216,188,156,112,278,289,170,351,175,92,162,91,63,42,83,35,58
"ENSG00000019505",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"ENSG00000019549",0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0
"ENSG00000019582",7160.84,4003.42,8969.99,13934.31,2762.38,4946.48,3851.94,11829.64,2943.83,9572.61,10903.15,9827.31,8771.82,5014.28,3198.08,8361.69,1966.38,4064.15
"ENSG00000019991",0,0,0,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0
"ENSG00000019995",855.19,1265.99,895.83,835.53,1408.96,1250.84,1123.48,827.47,1184.03,663.69,954.24,836.16,664.15,1061.27,1190.1,1558.6,1099.77,1172.86
"ENSG00000020129",973,470,812,957,524,725,1364,1015,1060,874,1047,1921,848,559,470,688.96,293,384
"ENSG00000020181",2.48,2.49,1.22,9.44,0,7.4,1.23,7.42,4.71,20.66,1.22,6.09,7.49,1.31,1.27,0,0,2.5
"ENSG00000020219",0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0
"ENSG00000020256",324,268,221,292,371,307,347,310,349,252,332,395,247,152,167,221,91,100
"ENSG00000020426",581,229,436,595,164,144,132,545,120,362,498,347,392,130,89,269,97,114
"ENSG00000020577",265,20,246,108,11,26,24,231,20,276,184,311,141,54,90,33,53,26
"ENSG00000020633",6026,7429,7536,6757,10522,7498,13265,7449,10150,8514,8561,12710,6309,9605,5700,13064,3409,6317
"ENSG00000020922",1526,1253,1399,2198,1706,1499,1239,1876,1470,1666,1739,1485,1580,725,1097,755,526,784
"ENSG00000021300",81,654,364,80,598,718,515,100,727,262,378,346,258,222,262,196,144,163
"ENSG00000021355",1647,1414,1474,2059,1204,1667,906,1581,1207,3822,4511,3287,4227,977,772,1677,536,835
"ENSG00000021461",0,0,0,0,4,1,0,0,0,0,0,3,0,2,0,0,0,0
"ENSG00000021488",0,7,5,1,27,6,13,0,9,7,1,7,2,7,5,1,0,1
"ENSG00000021574",911,782,809,994,870,749,604,992,703,937,1030,797,887,467,392,686,406,444
"ENSG00000021645",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"ENSG00000021762",26,565,65,141,454,268,390,76,593,75,131,172,101,283,110,619,29,498
"ENSG00000021776",3425.98,1783,2648,3112,1714,2284,1807,3204,2107,2519,3023,2843,2582,1002,1021,1507,950,1187
"ENSG00000021826",36,10,16,46,5,5,11,46,9,7,29,25,33,3,3,9,2,3
"ENSG00000021852",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000022267",265,300,411,322,275,405,237,305,349,301,532,527,712,283,258,359,187,194
"ENSG00000022277",1975.76,1203.18,2130,2222,1439.03,1610.46,1215,1962.91,1324.44,1910.16,2300,2275,2101,704,644,1142,659,754
"ENSG00000022556",138,126,253,320,112,267.83,145.92,440,269,77,144,572,42,110,92,133.97,33,30
"ENSG00000022567",382,405,444,349,431,475,562,496,675,403,437,608,361,259,265,295,198,227
"ENSG00000022840",3289,2556,2799,3036,3033,2776.09,2986,3339,3049.34,3089,3960,4941.47,3305,3234,2647,4765,2691,2802
"ENSG00000022976",324.29,431.86,305.53,315.93,387.08,455.32,507.02,378.35,505.37,368.75,420.99,434.14,358.5,236.74,260.18,345.56,229.12,252.16
"ENSG00000023041",1626,1893.32,1671.68,1933.12,1938.08,1886.21,1670.54,1704.08,1824.04,1902.05,2139.38,1703.78,1967.19,1186.02,1388.02,1339.1,1067.17,1263.02
"ENSG00000023171",747,314,585,1370,220,529,436,1176,331,1007,1329,1221,1022,430,432,313,177,107
"ENSG00000023191",1837,1056,1822,1837,1258,1017,1755,1917,2098,1880,2091,4240,1860,541,550,841,522,603
"ENSG00000023228",3171,1545.16,1947,3132.17,1298,1718,1157,2995,1381,2499,3251.62,2873.49,2658,898,884,1601,813.52,940.12
"ENSG00000023287",1239,2453,1452,1290,2622,2601,2218,1287,2714,1519,1782,1392,1320,1833,1564,2346,1513,1671
"ENSG00000023318",1182,999,1366,1492,1038,1188,902,1476,944,1578,1699,1501,1405,753,660,1147,563,770
"ENSG00000023330",2138,529,1280,2461,574,571,593,2314,630,1498,1928,2220,1766,322,304,610,303,381
"ENSG00000023445",24013.98,10193,17263.97,22358,11078,12376.98,10513,16652,7177,13826.98,14124.99,8969,9793,11560.98,9982,11949,9591,9040
"ENSG00000023516",4906,2530,2714,3475,2306,3023,2612,3610,3019,2640,3193,2286,2482,2407,2872,3184,2653,2829
"ENSG00000023572",928.54,734.68,962.83,1101.74,662.46,672.42,500.24,953.07,530.69,878.58,1070.47,627.1,952.95,456.11,429.55,705.95,254.9,453.2
"ENSG00000023608",654.46,183.26,425,659,480,195.28,225.81,519.7,178,324.73,477.39,347.98,395.48,287.52,305,455,336.41,272.84
"ENSG00000023697",486,192,302,686,204,230,158,609,174,627,704,539,707,102,84,153,48,72
"ENSG00000023734",4973,1109,3442,4417,1002,1131,962,4451,946,3015,4032,3066,3241,1095,850,1492,1156,1118
"ENSG00000023839",61,189,99,49,337,232,237,60,203,49,89,62,47,99,154,42,85,63
"ENSG00000023892",1292,2330,1633,882,2451,3322,3044,1332,4097,2258,2290,3373,2003,1956,2118,2161,1728,1537
"ENSG00000023902",709,1085,1186,864,1622,2870,2082,1113,1492,1530,1512,1924,1430,1497,1537,1734,1243,973
"ENSG00000023909",959,649,944,1012,557,692,467,1167,605.01,943,1143,981,1022,538,290,826,244,588
"ENSG00000024048",1893,2987,2101,1802,2791,3342,2801,1705,3247,2133,2473,2194,2061,2491,2628,3869,1969,2963
"ENSG00000024422",0,0,2,3,0,1,1,4,0,0,0,8,4,0,0,0,0,0
"ENSG00000024526",145,3,57,965,2,0,0,354.92,3,262,230,302.93,277.98,4,0,0,0,0
"ENSG00000024862",200,704,270,389,686,812,602,249,627,324,375,287,341,594,487,1033,550,574
"ENSG00000025039",324,185,263,305,816,244,325,305,266,331,539,379,432,1106,1136,1938,1269,1067
"ENSG00000025156",780,554,544,627,492,537,322,617,435,626,835,559,584,496,592,588,687,472
"ENSG00000025293",1971,1511,1645,2279,1656,1767,1574,2028,1869,1756,2062,2208,1988,1370,1244,2375,1533,1535
"ENSG00000025423",31.01,8,12,27.02,11,12,9.04,19.19,10,24,33.03,22,20.42,0,8.09,6,2.02,2
"ENSG00000025434",100,106,76,108,144,81,121,121,86,87.01,113,132,95,71,36,49,24,56
"ENSG00000025708",1639.12,62.92,2377.33,1236.46,109,114.31,257.8,2004.36,154.33,4221.99,4619.45,11306.84,2896.97,347,291.94,685.66,158.72,138.67
"ENSG00000025770",2007.8,784.59,1695.2,2574.79,946.27,867.81,1306.38,2290.57,1300.61,2569.04,2953.81,4057.17,2189.15,555.85,590.66,698.62,447.14,582.88
"ENSG00000025772",1663,295,849,1814,260,340,354,1702,235,1102,1310,1341,1156,220,210,346,177,232
"ENSG00000025796",3337.78,1784.97,2637.89,3437.88,2289,2031.95,1683.53,3334.38,1887.45,2445.68,3275.72,2638.66,2841.59,1542.99,1381,2929.99,1624.92,1931.99
"ENSG00000025800",4036,2009.76,2960,3548,2236,2446,1844.38,3942,2178.36,3275.79,4450.43,3462.33,3501.18,2072,2129,2231,1943,1993
"ENSG00000026025",15387.88,8605.71,14700.28,16328.89,13992.46,21864.53,15035.23,19506.75,12641.98,27366.94,30594.55,25970.59,32773.24,16463.92,13565.37,14785.42,10692.51,10317.09
"ENSG00000026036",301.32,143.31,278.24,342.13,174.95,207.77,335.3,363.25,356.06,319.81,359.98,558.29,349.21,85.64,143.31,89.55,77.07,169.51
"ENSG00000026103",988.64,1264.53,2262.84,2191.48,736.81,1485.46,1229.73,1773.81,740.27,3552.47,4678.86,3366.61,3772.82,2053.5,1484.81,1661.77,848.2,2146.7
"ENSG00000026297",615.86,3117,1849,366,4615,2781,2291.51,549,5788,1246,1341.95,1077,818.71,2802,4103,2021,2480,2860
"ENSG00000026508",18248,13785,15680.88,13122,21781,23116,20263,12979,16925.99,14370,16998,13386,14209,25906,22394,33302,21520.99,15552
"ENSG00000026559",58,0,13,13,0,0,0,27,2,0,0,2,0,0,0,0,0,0
"ENSG00000026652",64,645,88,96,761,677,396,117,767,193,245,218,282,814,662,914,216,878
"ENSG00000026751",2652,3763,2564,4326,1946,3315,2527,5377,2737,2285,2211,1093,1037,2408,1168,4496,161,3068
"ENSG00000026950",822.72,11956.97,3317.52,752.33,14258.42,9599.04,9322.58,838.96,9589.13,2268.66,2675.28,1688.73,1678.81,10966.66,9939.19,12320.88,5248.54,11918.85
"ENSG00000027001",390,152,273,365,119,132,149,383,138,271,399,338,334,90,44,80,35,31
"ENSG00000027075",5106,6388,5146,4173,7531,7277,7926.56,4299,7073,5696,5920,5127.52,4432.71,7284,6166,10469.78,4427,6176.31
"ENSG00000027644",1,3,0,2,14,10,19,1,8,9,1,5,2,12,5,6,4,7
"ENSG00000027697",467,944,517,475,899,1195,898,599,800,778,1002,1149,987,1231,852,1961,906,1450
"ENSG00000027847",329,207,311,289,168,241,312,332,355,233,303,532,229,177,171,311,145,197
"ENSG00000027869",2621,1770,2299,3027,2151,1562,2310,2754,2374,5107,5234,5498,4084,2317,1415,5890,743,2047
"ENSG00000028116",868.38,333.75,772.76,975.7,296.47,324.77,327.53,1003.93,291.28,885.88,931.19,682.62,681.36,283.29,161.69,406.47,129.63,245.18
"ENSG00000028137",4664,3371,5930,6118,4449,2490,5170,5190,4552,5186,5447,9838,5908,3975,2738,9058,1531,3688
"ENSG00000028203",1483,967,1132,1509,1028,1342,949,1527,901,1458,1566,1320,1385,992,1049,1568,1193,1128.98
"ENSG00000028277",1890,1560,1909,1077,1925,1373,1227,1571,1681,1188,1372,1710,1329,432,637,533,518,453
"ENSG00000028310",1616.97,1228.56,1449.72,1444.68,1554.99,1501.81,1677.94,1907.62,1749.56,1341.38,1835.87,1846,1515.99,1150.35,1489.56,1362,1139,1662.58
"ENSG00000028528",2316,4122,3078,2739,4093,4582,3376,2626,4272,3085,3662,3261,3196,1463,1866,2425,1442,1849
"ENSG00000028839",737.36,435.88,588.66,789.74,400,425.3,394,735.02,381.41,618,704.93,528.25,510.05,591.75,427,919,435,569
"ENSG00000029153",391,5,152,646,7,8,16,756,5,334,620,489,769,22,10,8,14,6
"ENSG00000029363",13369.36,6771.63,10640.66,12860.76,10258.05,8112.9,6318.5,11864.06,6860.67,8027.69,10594.03,8061.25,7672.82,6144.13,6759.87,5600.59,5519.6,5760.35
"ENSG00000029364",1934,1014,1258,2225,950,1168,830,1817,1034,1531,1746,1482,1448,653,600,1206,534,701
"ENSG00000029534",233,210,269,204,105,217,252,273,712,61,141,260,214,64,133,111,89,41
